ModelType,Symbol,Lags,BatchSize,Epoch,MSE,MAPE,R
LSTM1,^SPX,5,32,70,0.0009559779427945614,2.378310441970825,0.8722083651765795
LSTM1,^SPX,5,32,80,0.011473610065877438,11.96288776397705,0.829365331343384
LSTM1,^SPX,5,32,90,0.2566865086555481,58.103965759277344,-0.8847915404177679
LSTM1,^SPX,5,32,99,0.25448840856552124,57.8508186340332,0.8996340711445538
LSTM1,^SPX,10,32,0,0.027227608487010002,18.29977798461914,0.3398658154499213
LSTM1,^SPX,10,32,10,0.00404898589476943,5.375352382659912,0.5045316390097209
LSTM1,^SPX,10,32,20,0.004231275524944067,6.254106044769287,0.6532344352925558
LSTM1,^SPX,10,32,30,0.002221702365204692,3.6580145359039307,0.7310238900155577
LSTM1,^SPX,10,32,40,0.0016550200525671244,3.642406702041626,0.8082937589128939
LSTM1,^SPX,10,32,50,0.0017438957002013922,3.024815797805786,0.7537353419915568
LSTM1,^SPX,10,32,60,0.0023460001684725285,4.020604133605957,0.825937730626379
LSTM1,^SPX,10,32,70,0.0046207415871322155,6.401021957397461,0.8603143476718532
LSTM1,^SPX,10,32,80,0.0012826452730223536,2.814100980758667,0.8219141524179656
LSTM1,^SPX,10,32,90,0.012273238971829414,11.453838348388672,0.823274572261209
LSTM1,^SPX,10,32,99,0.02112734690308571,15.564910888671875,0.8180672482027617
LSTM1,^SPX,20,32,0,0.013269509188830853,10.300214767456055,0.32410499590969755
LSTM1,^SPX,20,32,10,0.005270873662084341,6.563752174377441,0.21021727560021475
LSTM1,^SPX,20,32,20,0.021541399881243706,16.052257537841797,0.3085528064136155
LSTM1,^SPX,20,32,30,0.026363555341959,18.017757415771484,0.39621415719675457
LSTM1,^SPX,20,32,40,0.022182421758770943,16.300317764282227,-0.16592406633009008
LSTM1,^SPX,20,32,50,0.016773631796240807,13.8989839553833,0.21739859072502443
LSTM1,^SPX,20,32,60,0.0410914272069931,23.019805908203125,0.02578533200378992
LSTM1,^SPX,20,32,70,0.059023309499025345,27.91674041748047,0.2624916824283119
LSTM1,^SPX,20,32,80,0.04810844361782074,17.061420440673828,-0.6607977722957767
LSTM1,^SPX,20,32,90,0.004437141586095095,6.526224136352539,0.6999572989820412
LSTM1,^SPX,20,32,99,0.0019834237173199654,4.093587398529053,0.8305744946416173
LSTM2,^SPX,5,32,0,0.007615846581757069,7.388732433319092,0.4519610841309619
LSTM2,^SPX,5,32,10,0.0006858576671220362,2.3764431476593018,0.9445410553222511
LSTM2,^SPX,5,32,20,0.0017322590574622154,4.0087738037109375,0.8839213636921194
LSTM2,^SPX,5,32,30,0.0005781518411822617,1.9014582633972168,0.9240975782179468
LSTM2,^SPX,5,32,40,0.0007874403963796794,2.5615742206573486,0.9512564045713447
LSTM2,^SPX,5,32,50,0.0006579243927262723,1.9420422315597534,0.9167844057323303
LSTM2,^SPX,5,32,60,0.002041482599452138,4.293301582336426,0.9450692969304989
LSTM2,^SPX,5,32,70,0.001256611431017518,3.376840353012085,0.9451108780500882
LSTM2,^SPX,5,32,80,0.0009145215735770762,3.0517139434814453,0.9556440762719578
LSTM2,^SPX,5,32,90,0.000544509501196444,1.948299765586853,0.950421785154811
LSTM2,^SPX,5,32,99,0.0005537618417292833,2.256814479827881,0.960103098164976
LSTM2,^SPX,10,32,0,0.016982879489660263,13.807465553283691,0.4587956278418388
LSTM2,^SPX,10,32,10,0.0007678362308070064,2.4795055389404297,0.9173071111846058
LSTM2,^SPX,10,32,20,0.00261650700122118,4.869189262390137,0.8929767232037275
LSTM2,^SPX,10,32,30,0.0007118011708371341,2.4409520626068115,0.934385987719058
LSTM2,^SPX,10,32,40,0.00119977502617985,2.90811824798584,0.9066769138039757
LSTM2,^SPX,10,32,50,0.0009656060137785971,3.1186683177948,0.9517622306957172
LSTM2,^SPX,10,32,60,0.0008969178306870162,2.8944995403289795,0.9419587024257826
LSTM2,^SPX,10,32,70,0.0010352828539907932,3.0096848011016846,0.9407021952197815
LSTM2,^SPX,10,32,80,0.0004944835091009736,1.9772512912750244,0.9455950151546829
LSTM2,^SPX,10,32,90,0.00046995453885756433,1.8498692512512207,0.9451760047244984
LSTM2,^SPX,10,32,99,0.0012424140004441142,3.342578887939453,0.9518358291530246
LSTM2,^SPX,20,32,0,0.00494155939668417,6.877411365509033,0.4766999413615345
LSTM2,^SPX,20,32,10,0.0010469395201653242,3.2270376682281494,0.8982955781477011
LSTM2,^SPX,20,32,20,0.0016646357253193855,3.6425888538360596,0.8768817116275762
LSTM2,^SPX,20,32,30,0.0046989163383841515,6.942566394805908,0.8928292999780496
LSTM2,^SPX,20,32,40,0.0037855443079024553,6.544943332672119,0.9095965825240946
LSTM2,^SPX,20,32,50,0.0023113826755434275,4.709648609161377,0.9078278726192197
LSTM2,^SPX,20,32,60,0.005604567471891642,8.065154075622559,0.9194177243557258
LSTM2,^SPX,20,32,70,0.004191420506685972,7.045199871063232,0.9230548937260558
LSTM2,^SPX,20,32,80,0.0006587723619304597,2.4540505409240723,0.9322358247252581
LSTM2,^SPX,20,32,90,0.0019040257902815938,4.437626361846924,0.9294157503700091
LSTM2,^SPX,20,32,99,0.0012048850767314434,3.3223860263824463,0.9274149924619806
LSTM3,^SPX,5,32,0,0.021226657554507256,15.966010093688965,0.2857910141245352
LSTM3,^SPX,5,32,10,0.22955982387065887,54.870033264160156,0.1706470341191826
LSTM3,^SPX,5,32,20,0.24485118687152863,56.71603775024414,0.36264296782734173
LSTM3,^SPX,5,32,30,0.24255439639091492,56.444664001464844,0.33104283848002725
LSTM3,^SPX,5,32,40,0.2537951171398163,57.768218994140625,0.1710957991986556
LSTM3,^SPX,5,32,50,0.254150927066803,57.80974578857422,0.20149046404136717
LSTM3,^SPX,5,32,60,0.2553240954875946,57.94636154174805,0.20352152557445788
LSTM3,^SPX,5,32,70,0.2581981122493744,58.27945327758789,0.2385886100298551
LSTM3,^SPX,5,32,80,0.2588399648666382,58.353614807128906,0.21275520714076987
LSTM3,^SPX,5,32,90,0.2586834728717804,58.335548400878906,0.2093463378601868
LSTM3,^SPX,5,32,99,0.255929172039032,58.01657485961914,0.2097804008341941
LSTM3,^SPX,10,32,0,0.02009434998035431,15.449563980102539,0.2935844544878142
LSTM3,^SPX,10,32,10,0.22719228267669678,54.5908317565918,0.35371020170929235
LSTM3,^SPX,10,32,20,0.24396002292633057,56.609832763671875,0.3034065715386978
LSTM3,^SPX,10,32,30,0.24294878542423248,56.48940658569336,0.3431823126687309
LSTM3,^SPX,10,32,40,0.2510415017604828,57.44609069824219,-0.26465353499948974
LSTM3,^SPX,10,32,50,0.25323495268821716,57.70269775390625,-0.3299499075603352
LSTM3,^SPX,10,32,60,0.2525390684604645,57.621585845947266,0.04171254796335895
LSTM3,^SPX,10,32,70,0.25946295261383057,58.42545700073242,-0.3439523541478972
LSTM3,^SPX,10,32,80,0.2549110949039459,57.89824676513672,0.1305984868978007
LSTM3,^SPX,10,32,90,0.25946858525276184,58.42613983154297,-0.20848490549822624
LSTM3,^SPX,10,32,99,0.2565562129020691,58.089317321777344,-0.3597689601944602
LSTM3,^SPX,20,32,0,0.007959575392305851,8.770020484924316,0.3132751340635661
LSTM3,^SPX,20,32,10,0.24933159351348877,57.24448013305664,-0.23459748059375418
LSTM3,^SPX,20,32,20,0.253576397895813,57.74276351928711,0.21797007022234552
LSTM3,^SPX,20,32,30,0.2564633786678314,58.07854461669922,-0.24444576700498308
LSTM3,^SPX,20,32,40,0.25685638189315796,58.12413024902344,-0.12352608839576638
LSTM3,^SPX,20,32,50,0.25747421383857727,58.195709228515625,0.26808584569185223
LSTM3,^SPX,20,32,60,0.25782322883605957,58.23609924316406,-0.2770667787719226
LSTM3,^SPX,20,32,70,0.2570206820964813,58.1431884765625,0.20363793327899718
LSTM3,^SPX,20,32,80,0.2560795247554779,58.034027099609375,0.22809493347473686
LSTM3,^SPX,20,32,90,0.255965918302536,58.020843505859375,0.21235802761050046
LSTM3,^SPX,20,32,99,0.2536705434322357,57.75368881225586,0.212300852457656
GRU1,^SPX,5,32,0,0.01632855273783207,13.677477836608887,0.3878803571880878
GRU1,^SPX,5,32,10,0.005917856004089117,8.308521270751953,0.7695640305155723
GRU1,^SPX,5,32,20,0.0015362954000011086,3.118755578994751,0.7797937787942151
GRU1,^SPX,5,32,30,0.001959997694939375,4.12764835357666,0.8097643707920739
GRU1,^SPX,5,32,40,0.002942951861768961,4.107641220092773,0.5923605462928273
GRU1,^SPX,5,32,50,0.002446381840854883,4.3078203201293945,0.6071871281387271
GRU1,^SPX,5,32,60,0.0042982082813978195,6.393780708312988,0.6615475403295605
GRU1,^SPX,5,32,70,0.0010333789978176355,3.1349315643310547,0.8604280074687038
GRU1,^SPX,5,32,80,0.007907544262707233,8.113272666931152,-0.2941857918057282
GRU1,^SPX,5,32,90,0.023514481261372566,17.256046295166016,0.6115133347251379
GRU1,^SPX,5,32,99,0.04494843631982803,24.391103744506836,0.6138179929070078
GRU1,^SPX,10,32,0,0.010337828658521175,10.435477256774902,0.36055999361962326
GRU1,^SPX,10,32,10,0.003313195426017046,5.617283821105957,0.6940820029452541
GRU1,^SPX,10,32,20,0.00511012552306056,7.531388282775879,0.8765891423514701
GRU1,^SPX,10,32,30,0.0031208579894155264,5.394961833953857,0.8156220790622012
GRU1,^SPX,10,32,40,0.007832366041839123,7.177325248718262,0.012574070771828262
GRU1,^SPX,10,32,50,0.004100955091416836,6.743265628814697,0.8600683817617347
GRU1,^SPX,10,32,60,0.0137095982208848,13.145746231079102,0.8399150622874234
GRU1,^SPX,10,32,70,0.009670172818005085,9.646092414855957,0.3593014088286248
GRU1,^SPX,10,32,80,0.022122222930192947,15.837918281555176,0.017272743733748847
GRU1,^SPX,10,32,90,0.007310233544558287,9.355669975280762,0.8506609425803369
GRU1,^SPX,10,32,99,0.025390377268195152,17.312971115112305,0.05373229419562345
GRU1,^SPX,20,32,0,0.004292687401175499,5.830857753753662,0.4094456901530747
GRU1,^SPX,20,32,10,0.007481186185032129,9.318445205688477,0.7055401856750545
GRU1,^SPX,20,32,20,0.007699988782405853,9.203156471252441,0.7280069799364177
GRU1,^SPX,20,32,30,0.010677003301680088,11.500350952148438,0.8591925513068769
GRU1,^SPX,20,32,40,0.04483329504728317,24.227741241455078,0.4118793279329879
GRU1,^SPX,20,32,50,0.02142329327762127,15.979194641113281,0.23221519179305128
GRU1,^SPX,20,32,60,0.018685784190893173,15.507284164428711,0.8436064157021658
GRU1,^SPX,20,32,70,0.02421136014163494,17.566017150878906,0.7021883393450549
GRU1,^SPX,20,32,80,0.022898970171809196,16.91677474975586,0.6230386039062022
GRU1,^SPX,20,32,90,0.05425151810050011,26.33379364013672,-0.5904087637528224
GRU1,^SPX,20,32,99,0.07332047820091248,31.504148483276367,0.8147066370996734
GRU2,^SPX,5,32,0,0.004352923482656479,6.513617992401123,0.6488602680909626
GRU2,^SPX,5,32,10,0.0008768695406615734,2.7727267742156982,0.8873533473666403
GRU2,^SPX,5,32,20,0.012316923588514328,12.307519912719727,0.789053942242696
GRU2,^SPX,5,32,30,0.0019000006141141057,3.1223220825195312,0.7220483207747606
GRU2,^SPX,5,32,40,0.004598356783390045,7.19088077545166,0.8194156866855624
GRU2,^SPX,5,32,50,0.0017784551018849015,3.339938163757324,0.8103942854993359
GRU2,^SPX,5,32,60,0.0102551793679595,6.93446683883667,0.12514632768548098
GRU2,^SPX,5,32,70,0.007043939549475908,9.148791313171387,0.7532809905313005
GRU2,^SPX,5,32,80,0.00512923626229167,7.100044250488281,0.556786080185913
GRU2,^SPX,5,32,90,0.0010051197605207562,2.975090503692627,0.9031707381660744
GRU2,^SPX,5,32,99,0.0009811734780669212,3.0630838871002197,0.864814229412897
GRU2,^SPX,10,32,0,0.002750064479187131,4.303554534912109,0.6543725211179846
GRU2,^SPX,10,32,10,0.0007831166149117053,2.5991504192352295,0.9032014089269276
GRU2,^SPX,10,32,20,0.002437903778627515,4.469961166381836,0.7322166747534914
GRU2,^SPX,10,32,30,0.0030660044867545366,4.465657711029053,0.6870628068964764
GRU2,^SPX,10,32,40,0.0014868412399664521,3.154447555541992,0.7877405978186596
GRU2,^SPX,10,32,50,0.0035644634626805782,5.164778232574463,0.6493605403760965
GRU2,^SPX,10,32,60,0.010698407888412476,11.566646575927734,0.8051224085579307
GRU2,^SPX,10,32,70,0.0010572330793365836,3.06709623336792,0.8818471294854278
GRU2,^SPX,10,32,80,0.0007726851035840809,2.6233601570129395,0.8986796124456295
GRU2,^SPX,10,32,90,0.004007003735750914,5.7259202003479,0.48084789534505085
GRU2,^SPX,10,32,99,0.001995883183553815,3.9441452026367188,0.8496364446371969
GRU2,^SPX,20,32,0,0.009338153526186943,9.368929862976074,0.6007769116935138
GRU2,^SPX,20,32,10,0.0009492194512858987,2.960927724838257,0.870782179503569
GRU2,^SPX,20,32,20,0.010536874644458294,10.796592712402344,0.6347647876187528
GRU2,^SPX,20,32,30,0.0037632135208696127,4.696146488189697,0.4918598620704725
GRU2,^SPX,20,32,40,0.0008966862224042416,2.6705334186553955,0.8893595779455106
GRU2,^SPX,20,32,50,0.0055992985144257545,6.453769683837891,0.3992465397604682
GRU2,^SPX,20,32,60,0.0012213080190122128,2.918886423110962,0.8890736092288585
GRU2,^SPX,20,32,70,0.0015148387756198645,3.594315528869629,0.8223959907159974
GRU2,^SPX,20,32,80,0.00485607236623764,5.775819301605225,0.43929380119991657
GRU2,^SPX,20,32,90,0.0016638509696349502,3.650461196899414,0.8533189022510775
GRU2,^SPX,20,32,99,0.005324932746589184,7.833991050720215,0.8295665684504753
GRU3,^SPX,5,32,0,0.004753000568598509,6.613992214202881,0.30645068509048656
GRU3,^SPX,5,32,10,0.20970864593982697,52.40468978881836,0.3449772330277083
GRU3,^SPX,5,32,20,0.2444259524345398,56.668025970458984,0.3323995635340933
GRU3,^SPX,5,32,30,0.24596257507801056,56.850059509277344,0.31899130646177376
GRU3,^SPX,5,32,40,0.2526109516620636,57.63069534301758,0.3946205436470045
GRU3,^SPX,5,32,50,0.25379130244255066,57.76814270019531,0.3269574365281385
GRU3,^SPX,5,32,60,0.2573188841342926,58.178096771240234,0.34508389306930454
GRU3,^SPX,5,32,70,0.2582557201385498,58.286251068115234,0.24467862760961304
GRU3,^SPX,5,32,80,0.25785544514656067,58.23983383178711,0.1670912612987953
GRU3,^SPX,5,32,90,0.25738486647605896,58.18540573120117,0.269130319810928
GRU3,^SPX,5,32,99,0.2548401653766632,57.890045166015625,0.2585906981916321
GRU3,^SPX,10,32,0,0.01708287186920643,14.046244621276855,0.31777715828132846
GRU3,^SPX,10,32,10,0.22138071060180664,53.861595153808594,0.33938664900992505
GRU3,^SPX,10,32,20,0.23319175839424133,55.3182487487793,0.44328684296418897
GRU3,^SPX,10,32,30,0.24164362251758575,56.33327865600586,-0.43561015507476186
GRU3,^SPX,10,32,40,0.2247045934200287,54.278648376464844,0.3334461146174334
GRU3,^SPX,10,32,50,0.24629215896129608,56.89148712158203,0.39493575619679633
GRU3,^SPX,10,32,60,0.2544742822647095,57.84885787963867,0.4292519718949674
GRU3,^SPX,10,32,70,0.25869259238243103,58.3366584777832,0.29785671538496483
GRU3,^SPX,10,32,80,0.2603411376476288,58.52674865722656,0.3437648761513661
GRU3,^SPX,10,32,90,0.2582351565361023,58.2838134765625,0.44692942507774513
GRU3,^SPX,10,32,99,0.2572767734527588,58.172969818115234,0.3830446789505846
GRU3,^SPX,20,32,0,0.02098330296576023,15.778176307678223,0.3111744456502752
GRU3,^SPX,20,32,10,0.170396625995636,47.16762161254883,0.39257766911776565
GRU3,^SPX,20,32,20,0.23360097408294678,55.36390686035156,0.14164708934152095
GRU3,^SPX,20,32,30,0.23233741521835327,55.21212387084961,0.3227497606368539
GRU3,^SPX,20,32,40,0.24076439440250397,56.229984283447266,0.2831343705190287
GRU3,^SPX,20,32,50,0.23945151269435883,56.074893951416016,0.34001885691516415
GRU3,^SPX,20,32,60,0.24648436903953552,56.91017532348633,0.3982118583017634
GRU3,^SPX,20,32,70,0.28541556000709534,61.349876403808594,0.38734769881565223
GRU3,^SPX,20,32,80,0.262514591217041,58.778072357177734,0.42969420337906716
GRU3,^SPX,20,32,90,0.2580753564834595,58.265541076660156,0.16719004072467736
GRU3,^SPX,20,32,99,0.25953423976898193,58.43373107910156,0.30953204174943194
DNN1,^SPX,5,1024,0,0.52949458360672,84.10980987548828,0.896402064696601
DNN1,^SPX,5,1024,10,0.028312312439084053,19.063705444335938,0.9655550186947268
DNN1,^SPX,5,1024,20,0.00498941307887435,7.916681289672852,0.9720228638941102
DNN1,^SPX,5,1024,30,0.0010197084629908204,3.340721845626831,0.9733528652481682
DNN1,^SPX,5,1024,40,0.0013362463796511292,3.89319109916687,0.9736468652390935
DNN1,^SPX,5,1024,50,0.0012654290767386556,3.7765398025512695,0.9740129289861712
DNN1,^SPX,5,1024,60,0.0007072868756949902,2.7167093753814697,0.9744786241960808
DNN1,^SPX,5,1024,70,0.0006479445146396756,2.5883431434631348,0.974930598572899
DNN1,^SPX,5,1024,80,0.0007699045818299055,2.859938621520996,0.9753749735386383
DNN1,^SPX,5,1024,90,0.0007858595927245915,2.8949947357177734,0.9757776904468857
DNN1,^SPX,5,1024,99,0.0006628436967730522,2.6316213607788086,0.9762227902204303
DNN1,^SPX,10,1024,0,0.49314141273498535,81.05951690673828,0.34119956787741473
DNN1,^SPX,10,1024,10,0.021961532533168793,16.768726348876953,0.9640042088111381
DNN1,^SPX,10,1024,20,0.002127884654328227,4.861711502075195,0.9599156463888069
DNN1,^SPX,10,1024,30,0.0005029145977459848,2.189800262451172,0.9586836999078914
DNN1,^SPX,10,1024,40,0.0007612619083374739,2.7400574684143066,0.9584551596333472
DNN1,^SPX,10,1024,50,0.0007788354414515197,2.771301507949829,0.958351302733529
DNN1,^SPX,10,1024,60,0.0008545063901692629,2.919442892074585,0.9580909772138877
DNN1,^SPX,10,1024,70,0.0007097754860296845,2.6349971294403076,0.9578979069824134
DNN1,^SPX,10,1024,80,0.0008849322330206633,2.9769082069396973,0.9578656945097367
DNN1,^SPX,10,1024,90,0.0008327274117618799,2.879831314086914,0.9578260989982568
DNN1,^SPX,10,1024,99,0.0012914862018078566,3.6840102672576904,0.9579090552885756
DNN1,^SPX,20,1024,0,0.38050520420074463,71.13948822021484,0.7495019778044665
DNN1,^SPX,20,1024,10,0.019315052777528763,15.625235557556152,0.912822986785511
DNN1,^SPX,20,1024,20,0.002518043387681246,5.084685325622559,0.9232152569747264
