ModelType,Symbol,Lags,BatchSize,Epoch,MSE,MAPE,R
DNN1,^DAX,5,32,10,0.0005460408283397555,2.1037981510162354,0.941787884397508
DNN1,^DAX,5,32,20,0.00030987654463388026,1.4962780475616455,0.9440488180724615
DNN1,^DAX,5,32,30,0.000357799552148208,1.6109566688537598,0.9455748189270781
DNN1,^DAX,5,32,40,0.0003559698525350541,1.6142404079437256,0.9471274210786637
DNN1,^DAX,5,32,50,0.0012855425011366606,3.501354455947876,0.9506521704590636
DNN1,^DAX,5,32,60,0.00043560765334405005,1.8838703632354736,0.9541972475087831
DNN1,^DAX,5,32,70,0.00018571609689388424,1.097740650177002,0.9560888998634873
DNN1,^DAX,5,32,80,0.00022062251809984446,1.211693286895752,0.9576608706318435
DNN1,^DAX,5,32,90,0.0019406230421736836,4.431304454803467,0.960278314226156
DNN1,^DAX,5,32,99,0.00035773409763351083,1.7040719985961914,0.9611533743748731
DNN1,^DAX,10,32,0,0.001022089272737503,2.7733030319213867,0.8754995037845467
DNN1,^DAX,10,32,10,0.00046888733049854636,1.864635944366455,0.9112746786870771
DNN1,^DAX,10,32,20,0.0003032609820365906,1.4624344110488892,0.9273873991066719
DNN1,^DAX,10,32,30,0.000562062778044492,2.0683717727661133,0.9384040819659804
DNN1,^DAX,10,32,40,0.00023636233527213335,1.2670735120773315,0.9456852491598728
DNN1,^DAX,10,32,50,0.000255817110883072,1.3424301147460938,0.9493283399302264
DNN1,^DAX,10,32,60,0.00040786690078675747,1.7558956146240234,0.9512142084959399
DNN1,^DAX,10,32,70,0.0001917975750984624,1.09820556640625,0.9545869472561096
DNN1,^DAX,10,32,80,0.00018775173521135002,1.0877820253372192,0.9558851590456281
DNN1,^DAX,10,32,90,0.00028937688330188394,1.4657952785491943,0.9566132697043718
DNN1,^DAX,10,32,99,0.0003551340487319976,1.6328983306884766,0.9573069509603218
DNN1,^DAX,20,32,0,0.0009360857657156885,2.662360668182373,0.8617376623571398
DNN1,^DAX,20,32,10,0.0019656112417578697,4.251016139984131,0.9106617012146255
DNN1,^DAX,20,32,20,0.0003537795564625412,1.6110188961029053,0.9203551386842067
DNN1,^DAX,20,32,30,0.0017033192561939359,4.0035529136657715,0.9345397867702558
DNN1,^DAX,20,32,40,0.000380469806259498,1.6659057140350342,0.9405342383720708
DNN1,^DAX,20,32,50,0.0002970202185679227,1.439496636390686,0.9429823411697529
DNN1,^DAX,20,32,60,0.00041716554551385343,1.790390968322754,0.9454215770249326
DNN1,^DAX,20,32,70,0.000518816290423274,2.0482964515686035,0.9479002945601052
DNN1,^DAX,20,32,80,0.0012874114327132702,3.493091106414795,0.9484878337486896
DNN1,^DAX,20,32,90,0.00043764381553046405,1.8720159530639648,0.9536396867863572
DNN1,^DAX,20,32,99,0.0002124591264873743,1.2101269960403442,0.9533431829866268
DNN2,^DAX,5,32,0,0.0058071487583220005,7.868443965911865,0.9346563752653883
DNN2,^DAX,5,32,10,0.0017130994237959385,4.019697666168213,0.9327805031597932
DNN2,^DAX,5,32,20,0.00027269107522442937,1.36611008644104,0.940293177429979
DNN2,^DAX,5,32,30,0.0003039743460249156,1.4950984716415405,0.9492893793351556
DNN2,^DAX,5,32,40,0.0008306949166581035,2.7247066497802734,0.9530020451172825
DNN2,^DAX,5,32,50,0.00017759393085725605,1.0813769102096558,0.9580360438555042
DNN2,^DAX,5,32,60,0.00023065664572641253,1.3094500303268433,0.9614609562554102
DNN2,^DAX,5,32,70,0.0008669093367643654,2.8535706996917725,0.9632572431852999
DNN2,^DAX,5,32,80,0.0006098640733398497,2.349980354309082,0.9658400473075934
DNN2,^DAX,5,32,90,0.0009976262226700783,3.1059699058532715,0.9658823996709456
DNN2,^DAX,5,32,99,0.0008799148490652442,2.900959014892578,0.9674001214612707
DNN2,^DAX,10,32,0,0.0011619380675256252,3.04801869392395,0.9017796872910624
DNN2,^DAX,10,32,10,0.00032449178979732096,1.5185542106628418,0.9222464327028159
DNN2,^DAX,10,32,20,0.00020951949409209192,1.1917802095413208,0.9510290782831726
DNN2,^DAX,10,32,30,0.0007003899081610143,2.4656484127044678,0.9504780316438718
DNN2,^DAX,10,32,40,0.00020478437363635749,1.1516872644424438,0.9564609367270943
DNN2,^DAX,10,32,50,0.00043943800847046077,1.9070929288864136,0.9575080671695715
DNN2,^DAX,10,32,60,0.00018133774574380368,1.0950571298599243,0.9602095844658661
DNN2,^DAX,10,32,70,0.0003562352212611586,1.6537672281265259,0.9611265524538314
DNN2,^DAX,10,32,80,0.00026102393167093396,1.3750026226043701,0.9629274170465024
DNN2,^DAX,10,32,90,0.0002312918659299612,1.2770617008209229,0.9643103366769531
DNN2,^DAX,10,32,99,0.003288920735940337,5.872537612915039,0.9649832967173761
DNN2,^DAX,20,32,0,0.000722571334335953,2.266510248184204,0.8915605181208717
DNN2,^DAX,20,32,10,0.0031634545885026455,5.572633266448975,0.9194748856022369
DNN2,^DAX,20,32,20,0.0003044029581360519,1.466504454612732,0.9428451916101687
DNN2,^DAX,20,32,30,0.0039025982841849327,6.305401802062988,0.9338603987744948
DNN2,^DAX,20,32,40,0.00026905606500804424,1.3651429414749146,0.9492406298485789
DNN2,^DAX,20,32,50,0.0002217827714048326,1.2484382390975952,0.9518061035383995
DNN2,^DAX,20,32,60,0.0013127607526257634,3.5378448963165283,0.954882194479353
DNN2,^DAX,20,32,70,0.00017965877486858517,1.0814416408538818,0.9570448785524129
DNN2,^DAX,20,32,80,0.0007196481456048787,2.511517286300659,0.9584379650346254
DNN2,^DAX,20,32,90,0.0002629942027851939,1.3928422927856445,0.9594533420105598
DNN2,^DAX,20,32,99,0.000226724092499353,1.2570769786834717,0.958965923636905
DNN3,^DAX,5,32,0,0.0004471845459192991,1.8243167400360107,0.9571712627168487
DNN3,^DAX,5,32,10,0.0004785004130098969,1.976831078529358,0.9548547333743508
DNN3,^DAX,5,32,20,0.00023991716443561018,1.2665026187896729,0.9547565393890406
DNN3,^DAX,5,32,30,0.00018618015747051686,1.09401535987854,0.9561086651562803
DNN3,^DAX,5,32,40,0.0004818040179088712,2.0169999599456787,0.9577819114123939
DNN3,^DAX,5,32,50,0.0001865185477072373,1.0853599309921265,0.961039873652206
DNN3,^DAX,5,32,60,0.00020367676916066557,1.216594934463501,0.9634647305083195
DNN3,^DAX,5,32,70,0.00027011369820684195,1.4579246044158936,0.9655245559704014
DNN3,^DAX,5,32,80,0.00030391517793759704,1.5678720474243164,0.9657864292852013
DNN3,^DAX,5,32,90,0.00014682908658869565,0.97552090883255,0.9661231330095897
DNN3,^DAX,5,32,99,0.00045865203719586134,2.0152382850646973,0.9675822398431423
DNN3,^DAX,10,32,0,0.0011264689965173602,3.0319318771362305,0.9031446826156604
DNN3,^DAX,10,32,10,0.0015860488638281822,3.803276300430298,0.9234196654739804
DNN3,^DAX,10,32,20,0.0006208437262102962,2.2634902000427246,0.9377348228933986
DNN3,^DAX,10,32,30,0.0003662620729301125,1.687668800354004,0.9492145236948764
DNN3,^DAX,10,32,40,0.00047596252989023924,1.9771411418914795,0.9514972689716789
DNN3,^DAX,10,32,50,0.001050851889885962,3.1590347290039062,0.9561380044476416
DNN3,^DAX,10,32,60,0.001128529547713697,3.292634963989258,0.9592704568691403
DNN3,^DAX,10,32,70,0.0006102212355472147,2.3274786472320557,0.9600962408242373
DNN3,^DAX,10,32,80,0.0002722039935179055,1.4432696104049683,0.9612998275115949
DNN3,^DAX,10,32,90,0.00017051372560672462,1.045337200164795,0.9612029525752802
DNN3,^DAX,10,32,99,0.0009685936965979636,3.0465011596679688,0.9624308371648441
DNN3,^DAX,20,32,0,0.0006961744511500001,2.217590093612671,0.8225376279122578
DNN3,^DAX,20,32,10,0.0005774270393885672,2.0911667346954346,0.9118259421357132
DNN3,^DAX,20,32,20,0.0006571413250640035,2.339771270751953,0.9382436465171392
DNN3,^DAX,20,32,30,0.00033840499236248434,1.5579938888549805,0.9458393301215476
DNN3,^DAX,20,32,40,0.00021985765488352627,1.2394157648086548,0.9500213518235315
DNN3,^DAX,20,32,50,0.002245869254693389,4.733308792114258,0.9520490737875383
DNN3,^DAX,20,32,60,0.0002242179907625541,1.2347551584243774,0.9520084260976024
DNN3,^DAX,20,32,70,0.0035240156576037407,6.018648147583008,0.9544405618767638
DNN3,^DAX,20,32,80,0.0007757524726912379,2.61763858795166,0.9521304781302318
DNN3,^DAX,20,32,90,0.0003733827907126397,1.7199033498764038,0.956134673754965
DNN3,^DAX,20,32,99,0.0003343713760841638,1.5705366134643555,0.9539875243856257
LSTM1,^DAX,5,32,0,0.01404956728219986,11.34321117401123,0.40044850954893896
LSTM1,^DAX,5,32,10,0.003014244372025132,4.6350507736206055,0.5209174214900147
LSTM1,^DAX,5,32,20,0.0017328070243820548,3.1949613094329834,0.45214995873951325
LSTM1,^DAX,5,32,30,0.0021782307885587215,3.8711884021759033,0.5676891783105081
LSTM1,^DAX,5,32,40,0.002116682007908821,3.8006370067596436,0.6331759422484937
LSTM1,^DAX,5,32,50,0.0024252203293144703,4.148163795471191,0.6189614212694284
LSTM1,^DAX,5,32,60,0.0018581460462883115,3.521531343460083,0.6593238270944721
LSTM1,^DAX,5,32,70,0.0017388247651979327,3.5107641220092773,0.686907773251301
LSTM1,^DAX,5,32,80,0.003358385292813182,5.026855945587158,0.6655889877395914
LSTM1,^DAX,5,32,90,0.0014889623271301389,3.1292006969451904,0.7744462052299603
LSTM1,^DAX,5,32,99,0.001993008656427264,3.7058591842651367,0.670169859196355
LSTM1,^DAX,10,32,0,0.019925352185964584,14.01369857788086,0.4113943136841773
LSTM1,^DAX,10,32,10,0.0011304578511044383,2.7691895961761475,0.6902335615731345
LSTM1,^DAX,10,32,20,0.0014847898855805397,2.9100053310394287,0.5923467092550869
LSTM1,^DAX,10,32,30,0.0018497692653909326,3.587723970413208,0.6405505294438077
LSTM1,^DAX,10,32,40,0.0020988984033465385,4.017699241638184,0.748167508871288
LSTM1,^DAX,10,32,50,0.0013365773484110832,2.886486291885376,0.7246357746820088
LSTM1,^DAX,10,32,60,0.0016508853295817971,3.5029795169830322,0.7605807739361383
LSTM1,^DAX,10,32,70,0.0012732220347970724,2.8249495029449463,0.7744316568836878
LSTM1,^DAX,10,32,80,0.0014690979151055217,3.146594762802124,0.7842849070510789
LSTM1,^DAX,10,32,90,0.0017015208723023534,3.474942684173584,0.7601691609628884
LSTM1,^DAX,10,32,99,0.001893172156997025,3.6769158840179443,0.800679445621121
LSTM1,^DAX,20,32,0,0.0026491275057196617,3.8907310962677,0.39702654363530315
LSTM1,^DAX,20,32,10,0.002696956740692258,4.73856258392334,0.6336419939623418
LSTM1,^DAX,20,32,20,0.0017118199029937387,3.1842737197875977,0.4829151311368332
LSTM1,^DAX,20,32,30,0.007236264646053314,8.236265182495117,0.5980486691165543
LSTM1,^DAX,20,32,40,0.003594116773456335,5.504847526550293,0.6420451022843181
LSTM1,^DAX,20,32,50,0.002020555315539241,3.819622755050659,0.6503161096389413
LSTM1,^DAX,20,32,60,0.0010745598701760173,2.442399024963379,0.7048855962476468
LSTM1,^DAX,20,32,70,0.0034091193228960037,5.299955368041992,0.6739406054545365
LSTM1,^DAX,20,32,80,0.002072273986414075,3.8367769718170166,0.31123837995239084
LSTM1,^DAX,20,32,90,0.0016142840031534433,3.315473794937134,0.7627668747214765
LSTM1,^DAX,20,32,99,0.0017995979869738221,3.543717861175537,0.4849022213463732
LSTM2,^DAX,5,32,0,0.009776273742318153,9.6012544631958,0.5408787240302367
LSTM2,^DAX,5,32,10,0.0006933457916602492,2.2034614086151123,0.8762430745330532
LSTM2,^DAX,5,32,20,0.0009900372242555022,2.4569451808929443,0.8264443824641837
LSTM2,^DAX,5,32,30,0.0026963476557284594,4.902942180633545,0.8883608706362609
LSTM2,^DAX,5,32,40,0.0013467671815305948,3.1390533447265625,0.8719945994435704
LSTM2,^DAX,5,32,50,0.002514660358428955,4.690787315368652,0.890016416939324
LSTM2,^DAX,5,32,60,0.001176303718239069,2.9816925525665283,0.9063800839316968
LSTM2,^DAX,5,32,70,0.0007851440459489822,2.381584644317627,0.9180306282224665
LSTM2,^DAX,5,32,80,0.0022030998952686787,4.468580722808838,0.9212407019061839
LSTM2,^DAX,5,32,90,0.001862783101387322,4.092132091522217,0.9203469006888029
LSTM2,^DAX,5,32,99,0.0010338943684473634,2.8961048126220703,0.9281425113420141
LSTM2,^DAX,10,32,0,0.005114773754030466,6.476057529449463,0.5253380680422237
LSTM2,^DAX,10,32,10,0.01238015666604042,11.35378360748291,0.6966608714079437
LSTM2,^DAX,10,32,20,0.0010716808028519154,2.4476449489593506,0.740393165074109
LSTM2,^DAX,10,32,30,0.0028947603423148394,4.975196361541748,0.8427379469240621
LSTM2,^DAX,10,32,40,0.0011936727678403258,2.8946304321289062,0.8435293493801409
LSTM2,^DAX,10,32,50,0.0017929957248270512,3.8040904998779297,0.8408777011070583
LSTM2,^DAX,10,32,60,0.0016100057400763035,3.6645281314849854,0.8561299390362034
LSTM2,^DAX,10,32,70,0.0005941130220890045,1.988171100616455,0.8983620116049857
LSTM2,^DAX,10,32,80,0.002456202171742916,4.704326629638672,0.8770242804136972
LSTM2,^DAX,10,32,90,0.004943573847413063,6.795861721038818,0.7518835874353053
LSTM2,^DAX,10,32,99,0.0014244737103581429,3.2658889293670654,0.8635374432244175
LSTM2,^DAX,20,32,0,0.012935372069478035,11.348525047302246,0.4857038571328113
LSTM2,^DAX,20,32,10,0.007019566837698221,8.295516967773438,0.7710875477183433
LSTM2,^DAX,20,32,20,0.006944860331714153,8.175379753112793,0.7724822784301631
LSTM2,^DAX,20,32,30,0.0019787694327533245,3.835574150085449,0.7879792260750418
LSTM2,^DAX,20,32,40,0.002940896898508072,4.877148151397705,0.7834758544244335
LSTM2,^DAX,20,32,50,0.002040728460997343,3.944183588027954,0.8046368658505931
LSTM2,^DAX,20,32,60,0.0015397305833175778,3.2955105304718018,0.8226274504568982
LSTM2,^DAX,20,32,70,0.002950504422187805,5.034298419952393,0.81420542062903
LSTM2,^DAX,20,32,80,0.0015261966036632657,3.2576303482055664,0.8093841982561528
LSTM2,^DAX,20,32,90,0.0004956435295753181,1.760868787765503,0.893559369914196
LSTM2,^DAX,20,32,99,0.002052152529358864,3.9906527996063232,0.8049379471965978
LSTM3,^DAX,5,32,0,0.028461838141083717,17.048431396484375,0.38927354196054836
LSTM3,^DAX,5,32,10,0.1659601479768753,42.555667877197266,0.3573340861340214
LSTM3,^DAX,5,32,20,0.17224477231502533,43.36856460571289,0.32376879940691916
LSTM3,^DAX,5,32,30,0.17671622335910797,43.93755340576172,0.320598448997617
LSTM3,^DAX,5,32,40,0.18050050735473633,44.413639068603516,0.3277305490706185
LSTM3,^DAX,5,32,50,0.17840124666690826,44.15004348754883,0.31188003086013094
LSTM3,^DAX,5,32,60,0.18666112422943115,45.178096771240234,0.31497946585999353
LSTM3,^DAX,5,32,70,0.18967917561531067,45.54785919189453,0.3158801222879794
LSTM3,^DAX,5,32,80,0.19009046256542206,45.598045349121094,0.29752741533794863
LSTM3,^DAX,5,32,90,0.18939712643623352,45.51343536376953,0.3033134124974815
LSTM3,^DAX,5,32,99,0.18981172144412994,45.56405258178711,0.3025209009569545
LSTM3,^DAX,10,32,0,0.002719808602705598,4.260022163391113,0.3948682574125711
LSTM3,^DAX,10,32,10,0.14616511762142181,39.88671875,0.23904418277146955
LSTM3,^DAX,10,32,20,0.16750633716583252,42.75687789916992,0.330633629487483
LSTM3,^DAX,10,32,30,0.1657092571258545,42.52309036254883,0.3116370929048158
LSTM3,^DAX,10,32,40,0.17602108418941498,43.849281311035156,0.4169033704211293
LSTM3,^DAX,10,32,50,0.18097738921642303,44.473087310791016,0.2831850686031177
LSTM3,^DAX,10,32,60,0.18103112280368805,44.479862213134766,0.3201533304868398
LSTM3,^DAX,10,32,70,0.18315589427947998,44.74462127685547,0.24890692309844298
LSTM3,^DAX,10,32,80,0.18837115168571472,45.387935638427734,0.2755440534197219
LSTM3,^DAX,10,32,90,0.19009797275066376,45.598960876464844,0.3083019929331425
LSTM3,^DAX,10,32,99,0.1906452775001526,45.6656379699707,0.2749438360929406
LSTM3,^DAX,20,32,0,0.025881240144371986,16.1615047454834,0.35760105088938515
LSTM3,^DAX,20,32,10,0.15773235261440277,41.46568298339844,-0.30072806742177793
LSTM3,^DAX,20,32,20,0.17137950658798218,43.25682067871094,0.3168238142847093
LSTM3,^DAX,20,32,30,0.1730322539806366,43.46913146972656,0.31479663092616894
LSTM3,^DAX,20,32,40,0.1789267659187317,44.216285705566406,0.30611425045052204
LSTM3,^DAX,20,32,50,0.18352100253105164,44.789920806884766,0.3068754890414613
LSTM3,^DAX,20,32,60,0.186701238155365,45.1829948425293,0.3064443201645008
LSTM3,^DAX,20,32,70,0.18611875176429749,45.111202239990234,0.2889680739374012
LSTM3,^DAX,20,32,80,0.191646009683609,45.78731155395508,0.31889376357394766
LSTM3,^DAX,20,32,90,0.1914181113243103,45.75962829589844,0.2833058972896091
LSTM3,^DAX,20,32,99,0.18522882461547852,45.001407623291016,0.3027705416466267
GRU1,^DAX,5,32,0,0.015892010182142258,12.70606803894043,0.46635874631206403
GRU1,^DAX,5,32,10,0.0047060237266123295,6.658524990081787,0.7067361098203426
GRU1,^DAX,5,32,20,0.0026275613345205784,4.70197057723999,0.8308024835038177
GRU1,^DAX,5,32,30,0.0031869823578745127,5.292500019073486,0.8193654010696532
GRU1,^DAX,5,32,40,0.002767647849395871,4.890568733215332,0.83634081838443
GRU1,^DAX,5,32,50,0.0024293921887874603,4.512193202972412,0.8296219329758033
GRU1,^DAX,5,32,60,0.001677526393905282,3.6156530380249023,0.8249539183350599
GRU1,^DAX,5,32,70,0.0037603003438562155,5.860733985900879,0.8107040001627149
GRU1,^DAX,5,32,80,0.004750905558466911,6.454720497131348,0.5855913084242078
GRU1,^DAX,5,32,90,0.0034949060063809156,5.590167999267578,0.7831495768067824
GRU1,^DAX,5,32,99,0.002987150801345706,5.205196380615234,0.7742923600311075
GRU1,^DAX,10,32,0,0.016599062830209732,12.82056999206543,0.4440558456257157
GRU1,^DAX,10,32,10,0.002602346707135439,4.701397895812988,0.7314258753672217
GRU1,^DAX,10,32,20,0.0011683065677061677,2.686163902282715,0.7535876290005553
GRU1,^DAX,10,32,30,0.0018216208554804325,3.7960283756256104,0.7809834689565138
GRU1,^DAX,10,32,40,0.007710135076195002,8.736568450927734,0.7551216662541035
GRU1,^DAX,10,32,50,0.00629629148170352,7.706048965454102,0.8012954919564775
GRU1,^DAX,10,32,60,0.004767188802361488,6.619001388549805,0.7894061998656172
GRU1,^DAX,10,32,70,0.005043231416493654,6.795765399932861,0.7353985722677872
GRU1,^DAX,10,32,80,0.0019844251219183207,4.008388042449951,0.7815554063272788
GRU1,^DAX,10,32,90,0.002341541461646557,4.347006320953369,0.7790351184714543
GRU1,^DAX,10,32,99,0.0029125188011676073,4.890376091003418,0.6745999780416333
GRU1,^DAX,20,32,0,0.013318339362740517,10.884026527404785,0.4173635665049975
GRU1,^DAX,20,32,10,0.005278842058032751,7.067436218261719,0.7152321073259702
GRU1,^DAX,20,32,20,0.0028594466857612133,4.877561569213867,0.7215745992366962
GRU1,^DAX,20,32,30,0.0013993453467264771,3.032355308532715,0.7746291177398857
GRU1,^DAX,20,32,40,0.002947028260678053,5.07952880859375,0.7471678488068852
GRU1,^DAX,20,32,50,0.008476502262055874,9.092966079711914,0.7400420207110326
GRU1,^DAX,20,32,60,0.006724830716848373,7.970106601715088,0.7871818314649021
GRU1,^DAX,20,32,70,0.001981652807444334,3.8005919456481934,0.7166731097031032
GRU1,^DAX,20,32,80,0.007847548462450504,8.735678672790527,0.7534281867570631
GRU1,^DAX,20,32,90,0.0021327417343854904,4.068145751953125,0.7861062738374754
GRU1,^DAX,20,32,99,0.0030456027016043663,5.187854290008545,0.7664219277062307
GRU2,^DAX,5,32,0,0.006273769773542881,7.193922996520996,0.5956031554344139
GRU2,^DAX,5,32,10,0.0027965439949184656,4.948853492736816,0.8418975734233827
GRU2,^DAX,5,32,20,0.0016948874108493328,3.693561315536499,0.8567898328306547
GRU2,^DAX,5,32,30,0.0007849197718314826,2.2738044261932373,0.8734246825785785
GRU2,^DAX,5,32,40,0.0009019608260132372,2.4860000610351562,0.8864514944635442
GRU2,^DAX,5,32,50,0.000502581475302577,1.7910901308059692,0.9138296773642599
GRU2,^DAX,5,32,60,0.0004300786822568625,1.6727855205535889,0.9267724542370032
GRU2,^DAX,5,32,70,0.000583403161726892,2.0798850059509277,0.9376677913312945
GRU2,^DAX,5,32,80,0.0004010605625808239,1.6826413869857788,0.9397541012529288
GRU2,^DAX,5,32,90,0.0009024953469634056,2.6937193870544434,0.9327057497103306
GRU2,^DAX,5,32,99,0.0007256942335516214,2.360846519470215,0.9062265498583534
GRU2,^DAX,10,32,0,0.005957625340670347,7.354745864868164,0.6242753599691505
GRU2,^DAX,10,32,10,0.001458466867916286,3.4072999954223633,0.827910355870804
GRU2,^DAX,10,32,20,0.0016609628219157457,3.624055862426758,0.8524895738718411
GRU2,^DAX,10,32,30,0.0014833579771220684,3.383572816848755,0.8621385578808775
GRU2,^DAX,10,32,40,0.0007327553466893733,2.151235580444336,0.8753003732678253
GRU2,^DAX,10,32,50,0.0025270823389291763,4.851683139801025,0.9082940951861627
GRU2,^DAX,10,32,60,0.0009710644371807575,2.6573104858398438,0.9039703499178912
GRU2,^DAX,10,32,70,0.0008495050715282559,2.4718170166015625,0.9057201921422419
GRU2,^DAX,10,32,80,0.000984182464890182,2.77309250831604,0.9115434297101961
GRU2,^DAX,10,32,90,0.0010794687550514936,2.8987698554992676,0.9034877900019669
GRU2,^DAX,10,32,99,0.0011301088379696012,2.9911437034606934,0.8869376061047538
GRU2,^DAX,20,32,0,0.011047226376831532,10.463597297668457,0.5586801832504391
GRU2,^DAX,20,32,10,0.0008966661989688873,2.434062957763672,0.7894695118411265
GRU2,^DAX,20,32,20,0.00509618641808629,7.052349090576172,0.8384712298149468
GRU2,^DAX,20,32,30,0.003749903989955783,5.933160781860352,0.8520634081748558
GRU2,^DAX,20,32,40,0.0011031985050067306,2.811418294906616,0.8698681845629781
GRU2,^DAX,20,32,50,0.0020172239746898413,4.187106609344482,0.8958834016030627
GRU2,^DAX,20,32,60,0.001891555730253458,4.016779899597168,0.8969744568481929
GRU2,^DAX,20,32,70,0.002409970387816429,4.616390705108643,0.899065634286842
GRU2,^DAX,20,32,80,0.004590308293700218,6.602995872497559,0.9064949749165808
GRU2,^DAX,20,32,90,0.004812812898308039,6.754519939422607,0.8964205070183403
GRU2,^DAX,20,32,99,0.0020794696174561977,4.103264331817627,0.8649899670114146
GRU3,^DAX,5,32,0,0.0021511816885322332,3.7870078086853027,0.38958990396849796
GRU3,^DAX,5,32,10,0.14678357541561127,39.97495651245117,0.3672791350660039
GRU3,^DAX,5,32,20,0.14929232001304626,40.35367202758789,0.46232775869242
GRU3,^DAX,5,32,30,0.15605640411376953,41.26057815551758,0.4610098146060489
GRU3,^DAX,5,32,40,0.17458732426166534,43.669898986816406,0.45779397373935676
GRU3,^DAX,5,32,50,0.17581817507743835,43.82455062866211,0.5247837403102636
GRU3,^DAX,5,32,60,0.1793128401041031,44.265167236328125,0.4430855221043328
GRU3,^DAX,5,32,70,0.1845940798521042,44.92316436767578,0.4167853818614122
GRU3,^DAX,5,32,80,0.1887214481830597,45.4307975769043,0.2605452677131305
GRU3,^DAX,5,32,90,0.1907704919576645,45.6809196472168,0.33473422773078915
GRU3,^DAX,5,32,99,0.1915692687034607,45.77799606323242,0.30234651708719923
GRU3,^DAX,10,32,0,0.0030424788128584623,4.160834312438965,0.418119802258449
GRU3,^DAX,10,32,10,0.1763891577720642,43.8994140625,0.39244532644321234
GRU3,^DAX,10,32,20,0.18157507479190826,44.548152923583984,0.2718084057240078
GRU3,^DAX,10,32,30,0.18065501749515533,44.43487548828125,0.40318479569716426
GRU3,^DAX,10,32,40,0.18475377559661865,44.944007873535156,0.44142412897762734
GRU3,^DAX,10,32,50,0.1884792447090149,45.40456008911133,0.4496223215233517
GRU3,^DAX,10,32,60,0.1890687346458435,45.47406005859375,0.4165554322086337
GRU3,^DAX,10,32,70,0.1865692287683487,45.1681022644043,0.3945519389363137
GRU3,^DAX,10,32,80,0.1166716143488884,35.653507232666016,0.4365748554227485
GRU3,^DAX,10,32,90,0.19158080220222473,45.7797737121582,0.4394368759880444
GRU3,^DAX,10,32,99,0.18880893290042877,45.44163131713867,0.44158047725271765
GRU3,^DAX,20,32,0,0.0050506810657680035,6.650172233581543,0.43168531039484703
GRU3,^DAX,20,32,10,0.1399405300617218,39.020511627197266,0.4157041214440874
GRU3,^DAX,20,32,20,0.14802049100399017,40.163360595703125,0.4484156305202827
GRU3,^DAX,20,32,30,0.173936128616333,43.58293533325195,-0.403700012530779
GRU3,^DAX,20,32,40,0.17594516277313232,43.83955383300781,0.477390231075335
GRU3,^DAX,20,32,50,0.17839719355106354,44.14932632446289,0.1305083980154925
GRU3,^DAX,20,32,60,0.18145355582237244,44.533119201660156,0.36317235052785257
GRU3,^DAX,20,32,70,0.18710732460021973,45.23325729370117,0.4834690034692166
GRU3,^DAX,20,32,80,0.18976156413555145,45.55799865722656,0.4929430926544951
GRU3,^DAX,20,32,90,0.19028447568416595,45.62178421020508,0.3111822832006534
GRU3,^DAX,20,32,99,0.18790043890476227,45.33036804199219,0.3443184083485289
DNN1,^DAX,5,1024,0,0.359530508518219,63.092857360839844,0.9582649717585288
DNN1,^DAX,5,1024,10,0.03890005126595497,20.635257720947266,0.9430805147621449
DNN1,^DAX,5,1024,20,0.0068285902962088585,8.506393432617188,0.9418347955620292
DNN1,^DAX,5,1024,30,0.002630281960591674,5.14923095703125,0.9417125259770317
DNN1,^DAX,5,1024,40,0.0016720216954126954,4.01535701751709,0.9418572441056549
DNN1,^DAX,5,1024,50,0.0013736183755099773,3.5886600017547607,0.9418211940563068
DNN1,^DAX,5,1024,60,0.0012850528582930565,3.4516518115997314,0.9415059738071628
DNN1,^DAX,5,1024,70,0.001251602079719305,3.3974978923797607,0.9411121953585276
DNN1,^DAX,5,1024,80,0.001061509596183896,3.0814225673675537,0.9405211654170845
DNN1,^DAX,5,1024,90,0.0008655295823700726,2.7348287105560303,0.939850380468704
DNN1,^DAX,5,1024,99,0.0009629211854189634,2.907580614089966,0.9393234069554043
DNN1,^DAX,10,1024,0,0.5979026556015015,81.46758270263672,0.9082841584932894
DNN1,^DAX,10,1024,10,0.007130141369998455,8.585663795471191,0.8989561078428071
DNN1,^DAX,10,1024,20,0.0022103136871010065,4.490029335021973,0.8942100474991564
DNN1,^DAX,10,1024,30,0.0018783733248710632,4.073662757873535,0.8913399376807509
DNN1,^DAX,10,1024,40,0.0010860898764804006,2.9613959789276123,0.8897968358468741
DNN1,^DAX,10,1024,50,0.000837295432575047,2.5592689514160156,0.889303447771322
DNN1,^DAX,10,1024,60,0.0012113427510485053,3.1456875801086426,0.889437329197941
DNN1,^DAX,10,1024,70,0.0011603152379393578,3.0749995708465576,0.8902533432753681
DNN1,^DAX,10,1024,80,0.0008470351458527148,2.5834567546844482,0.8915664817284407
DNN1,^DAX,10,1024,90,0.0013435001019388437,3.3499374389648438,0.89309684318755
DNN1,^DAX,10,1024,99,0.0011548586189746857,3.077699899673462,0.8942134956823471
DNN1,^DAX,20,1024,0,0.9152421951293945,100.8180160522461,0.43077918256244774
DNN1,^DAX,20,1024,10,0.0031278792303055525,5.075402736663818,0.7779122007730963
DNN1,^DAX,20,1024,20,0.0012725552078336477,3.0668373107910156,0.7796188722052326
DNN1,^DAX,20,1024,30,0.0027514477260410786,4.707984447479248,0.7813137599691204
DNN1,^DAX,20,1024,40,0.002801473019644618,4.7607831954956055,0.7836319440273353
