ModelType,Symbol,Lags,BatchSize,Epoch,TP,TN,FP,Accuracy,Precision,Recall,FPR,TPR/FPR,F1
DNN3,^SPX,20,32,90,125,11,102,0.544,0.5506607929515418,0.9124087591240876,0.9026548672566371,1.0108057821668814,0.6868131868131868
DNN3,^SPX,20,32,99,126,12,101,0.552,0.5550660792951542,0.9197080291970803,0.8938053097345132,1.0289802702898028,0.6923076923076923
DNN3,^DAX,5,32,0,128,4,111,0.5176470588235295,0.5355648535564853,0.9142857142857143,0.9652173913043478,0.9472329472329473,0.6754617414248021
DNN3,^DAX,5,32,10,117,13,102,0.5098039215686274,0.5342465753424658,0.8357142857142857,0.8869565217391304,0.9422268907563026,0.6518105849582173
DNN3,^DAX,5,32,20,140,0,115,0.5490196078431373,0.5490196078431373,1.0,1.0,1.0,0.7088607594936709
DNN3,^DAX,5,32,30,124,8,107,0.5176470588235295,0.5367965367965368,0.8857142857142857,0.9304347826086956,0.951935914552737,0.6684636118598383
DNN3,^DAX,5,32,40,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN3,^DAX,5,32,50,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN3,^DAX,5,32,60,135,0,115,0.5294117647058824,0.54,0.9642857142857143,1.0,0.9642857142857143,0.6923076923076923
DNN3,^DAX,5,32,70,124,8,107,0.5176470588235295,0.5367965367965368,0.8857142857142857,0.9304347826086956,0.951935914552737,0.6684636118598383
DNN3,^DAX,5,32,80,140,0,115,0.5490196078431373,0.5490196078431373,1.0,1.0,1.0,0.7088607594936709
DNN3,^DAX,5,32,90,124,8,107,0.5176470588235295,0.5367965367965368,0.8857142857142857,0.9304347826086956,0.951935914552737,0.6684636118598383
DNN3,^DAX,5,32,99,124,8,107,0.5176470588235295,0.5367965367965368,0.8857142857142857,0.9304347826086956,0.951935914552737,0.6684636118598383
DNN3,^DAX,10,32,0,114,16,99,0.5098039215686274,0.5352112676056338,0.8142857142857143,0.8608695652173913,0.9458874458874459,0.6458923512747875
DNN3,^DAX,10,32,10,110,21,94,0.5137254901960784,0.5392156862745098,0.7857142857142857,0.8173913043478261,0.9612462006079027,0.6395348837209303
DNN3,^DAX,10,32,20,107,22,93,0.5058823529411764,0.535,0.7642857142857142,0.808695652173913,0.945084485407066,0.6294117647058822
DNN3,^DAX,10,32,30,114,17,98,0.5137254901960784,0.5377358490566038,0.8142857142857143,0.8521739130434782,0.9555393586005831,0.6477272727272727
DNN3,^DAX,10,32,40,112,19,96,0.5137254901960784,0.5384615384615384,0.8,0.8347826086956521,0.9583333333333335,0.6436781609195402
DNN3,^DAX,10,32,50,112,17,98,0.5058823529411764,0.5333333333333333,0.8,0.8521739130434782,0.9387755102040817,0.64
DNN3,^DAX,10,32,60,109,22,93,0.5137254901960784,0.5396039603960396,0.7785714285714286,0.808695652173913,0.9627496159754224,0.6374269005847955
DNN3,^DAX,10,32,70,110,21,94,0.5137254901960784,0.5392156862745098,0.7857142857142857,0.8173913043478261,0.9612462006079027,0.6395348837209303
DNN3,^DAX,10,32,80,112,19,96,0.5137254901960784,0.5384615384615384,0.8,0.8347826086956521,0.9583333333333335,0.6436781609195402
DNN3,^DAX,10,32,90,112,19,96,0.5137254901960784,0.5384615384615384,0.8,0.8347826086956521,0.9583333333333335,0.6436781609195402
DNN3,^DAX,10,32,99,109,21,94,0.5098039215686274,0.5369458128078818,0.7785714285714286,0.8173913043478261,0.9525075987841944,0.6355685131195336
DNN3,^DAX,20,32,0,119,19,96,0.5411764705882353,0.5534883720930233,0.85,0.8347826086956521,1.0182291666666667,0.6704225352112676
DNN3,^DAX,20,32,10,101,28,87,0.5058823529411764,0.5372340425531915,0.7214285714285714,0.7565217391304347,0.9536124794745485,0.6158536585365854
DNN3,^DAX,20,32,20,103,29,86,0.5176470588235295,0.544973544973545,0.7357142857142858,0.7478260869565218,0.9838039867109635,0.6261398176291794
DNN3,^DAX,20,32,30,103,31,84,0.5254901960784314,0.5508021390374331,0.7357142857142858,0.7304347826086957,1.0072278911564627,0.6299694189602447
DNN3,^DAX,20,32,40,101,29,86,0.5098039215686274,0.5401069518716578,0.7214285714285714,0.7478260869565218,0.9647009966777408,0.617737003058104
DNN3,^DAX,20,32,50,107,23,92,0.5098039215686274,0.5376884422110553,0.7642857142857142,0.8,0.9553571428571428,0.6312684365781711
DNN3,^DAX,20,32,60,102,24,91,0.49411764705882355,0.5284974093264249,0.7285714285714285,0.7913043478260869,0.9207221350078493,0.6126126126126126
DNN3,^DAX,20,32,70,103,29,86,0.5176470588235295,0.544973544973545,0.7357142857142858,0.7478260869565218,0.9838039867109635,0.6261398176291794
DNN3,^DAX,20,32,80,103,27,88,0.5098039215686274,0.5392670157068062,0.7357142857142858,0.7652173913043478,0.9614448051948052,0.6223564954682779
DNN3,^DAX,20,32,90,103,27,88,0.5098039215686274,0.5392670157068062,0.7357142857142858,0.7652173913043478,0.9614448051948052,0.6223564954682779
DNN3,^DAX,20,32,99,104,28,87,0.5176470588235295,0.5445026178010471,0.7428571428571429,0.7565217391304347,0.9819376026272579,0.6283987915407855
DNN3,^BET,5,32,0,140,0,108,0.5645161290322581,0.5645161290322581,1.0,1.0,1.0,0.7216494845360826
DNN3,^BET,5,32,10,116,13,95,0.5201612903225806,0.5497630331753555,0.8285714285714286,0.8796296296296297,0.9419548872180451,0.660968660968661
DNN3,^BET,5,32,20,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,30,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,40,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,50,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,60,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,70,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,80,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,90,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,32,99,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,10,32,0,140,2,106,0.5725806451612904,0.5691056910569106,1.0,0.9814814814814815,1.0188679245283019,0.7253886010362695
DNN3,^BET,10,32,10,125,11,97,0.5483870967741935,0.5630630630630631,0.8928571428571429,0.8981481481481481,0.9941089837997055,0.6906077348066298
DNN3,^BET,10,32,20,123,13,95,0.5483870967741935,0.5642201834862385,0.8785714285714286,0.8796296296296297,0.998796992481203,0.6871508379888268
DNN3,^BET,10,32,30,124,12,96,0.5483870967741935,0.5636363636363636,0.8857142857142857,0.8888888888888888,0.9964285714285714,0.6888888888888889
DNN3,^BET,10,32,40,119,17,91,0.5483870967741935,0.5666666666666667,0.85,0.8425925925925926,1.0087912087912088,0.68
DNN3,^BET,10,32,50,119,17,91,0.5483870967741935,0.5666666666666667,0.85,0.8425925925925926,1.0087912087912088,0.68
DNN3,^BET,10,32,60,119,15,93,0.5403225806451613,0.5613207547169812,0.85,0.8611111111111112,0.9870967741935484,0.6761363636363636
DNN3,^BET,10,32,70,116,18,90,0.5403225806451613,0.5631067961165048,0.8285714285714286,0.8333333333333334,0.9942857142857143,0.6705202312138728
DNN3,^BET,10,32,80,117,17,91,0.5403225806451613,0.5625,0.8357142857142857,0.8425925925925926,0.9918367346938777,0.6724137931034482
DNN3,^BET,10,32,90,116,19,89,0.5443548387096774,0.5658536585365853,0.8285714285714286,0.8240740740740741,1.0054574638844302,0.672463768115942
DNN3,^BET,10,32,99,117,17,91,0.5403225806451613,0.5625,0.8357142857142857,0.8425925925925926,0.9918367346938777,0.6724137931034482
DNN3,^BET,20,32,0,139,0,108,0.5604838709677419,0.562753036437247,0.9928571428571429,1.0,0.9928571428571429,0.7183462532299741
DNN3,^BET,20,32,10,129,9,99,0.5564516129032258,0.5657894736842105,0.9214285714285714,0.9166666666666666,1.0051948051948052,0.7010869565217391
DNN3,^BET,20,32,20,126,11,97,0.5524193548387096,0.5650224215246636,0.9,0.8981481481481481,1.002061855670103,0.6942148760330579
DNN3,^BET,20,32,30,121,16,92,0.5524193548387096,0.568075117370892,0.8642857142857143,0.8518518518518519,1.0145962732919256,0.6855524079320113
DNN3,^BET,20,32,40,121,16,92,0.5524193548387096,0.568075117370892,0.8642857142857143,0.8518518518518519,1.0145962732919256,0.6855524079320113
DNN3,^BET,20,32,50,121,18,90,0.5604838709677419,0.5734597156398105,0.8642857142857143,0.8333333333333334,1.0371428571428571,0.6894586894586895
DNN3,^BET,20,32,60,121,17,91,0.5564516129032258,0.5707547169811321,0.8642857142857143,0.8425925925925926,1.02574568288854,0.6875
DNN3,^BET,20,32,70,121,15,93,0.5483870967741935,0.5654205607476636,0.8642857142857143,0.8611111111111112,1.0036866359447005,0.6836158192090396
DNN3,^BET,20,32,80,118,18,90,0.5483870967741935,0.5673076923076923,0.8428571428571429,0.8333333333333334,1.0114285714285713,0.67816091954023
DNN3,^BET,20,32,90,119,19,89,0.5564516129032258,0.5721153846153846,0.85,0.8240740740740741,1.0314606741573034,0.6839080459770114
DNN3,^BET,20,32,99,121,19,89,0.5645161290322581,0.5761904761904761,0.8642857142857143,0.8240740740740741,1.0487961476725522,0.6914285714285714
DNN3,^SPX,5,1024,0,133,3,110,0.544,0.5473251028806584,0.9708029197080292,0.9734513274336283,0.9972793629727937,0.7
DNN3,^SPX,5,1024,10,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,20,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,30,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,40,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,50,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,60,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,70,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,80,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,90,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,5,1024,99,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,10,1024,0,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN3,^SPX,10,1024,10,120,11,102,0.524,0.5405405405405406,0.8759124087591241,0.9026548672566371,0.9703735508802062,0.6685236768802229
DNN3,^SPX,10,1024,20,122,12,101,0.536,0.547085201793722,0.8905109489051095,0.8938053097345132,0.9963142299631423,0.6777777777777778
DNN3,^SPX,10,1024,30,125,12,101,0.548,0.5530973451327433,0.9124087591240876,0.8938053097345132,1.0208137602081377,0.6887052341597796
DNN3,^SPX,10,1024,40,124,12,101,0.544,0.5511111111111111,0.9051094890510949,0.8938053097345132,1.0126472501264725,0.6850828729281768
DNN3,^SPX,10,1024,50,125,10,103,0.54,0.5482456140350878,0.9124087591240876,0.911504424778761,1.0009921337963292,0.684931506849315
DNN3,^SPX,10,1024,60,125,13,100,0.552,0.5555555555555556,0.9124087591240876,0.8849557522123894,1.031021897810219,0.6906077348066298
DNN3,^SPX,10,1024,70,126,11,102,0.548,0.5526315789473685,0.9197080291970803,0.9026548672566371,1.0188922284242163,0.6904109589041096
DNN3,^SPX,10,1024,80,125,11,102,0.544,0.5506607929515418,0.9124087591240876,0.9026548672566371,1.0108057821668814,0.6868131868131868
DNN3,^SPX,10,1024,90,122,12,101,0.536,0.547085201793722,0.8905109489051095,0.8938053097345132,0.9963142299631423,0.6777777777777778
DNN3,^SPX,10,1024,99,125,12,101,0.548,0.5530973451327433,0.9124087591240876,0.8938053097345132,1.0208137602081377,0.6887052341597796
DNN3,^SPX,20,1024,0,123,8,105,0.524,0.5394736842105263,0.8978102189781022,0.9292035398230089,0.9662148070907195,0.6739726027397259
DNN3,^SPX,20,1024,10,131,4,109,0.54,0.5458333333333333,0.9562043795620438,0.9646017699115044,0.9912944485367978,0.6949602122015914
DNN3,^SPX,20,1024,20,122,12,101,0.536,0.547085201793722,0.8905109489051095,0.8938053097345132,0.9963142299631423,0.6777777777777778
DNN3,^SPX,20,1024,30,120,14,99,0.536,0.547945205479452,0.8759124087591241,0.8761061946902655,0.9997788099977881,0.6741573033707865
DNN3,^SPX,20,1024,40,115,14,99,0.516,0.5373831775700935,0.8394160583941606,0.8761061946902655,0.9581213595812136,0.6552706552706552
DNN3,^SPX,20,1024,50,115,16,97,0.524,0.5424528301886793,0.8394160583941606,0.8584070796460177,0.9778764391602076,0.6590257879656161
DNN3,^SPX,20,1024,60,117,13,100,0.52,0.5391705069124424,0.8540145985401459,0.8849557522123894,0.9650364963503648,0.6610169491525423
DNN3,^SPX,20,1024,70,120,13,100,0.532,0.5454545454545454,0.8759124087591241,0.8849557522123894,0.9897810218978103,0.6722689075630253
DNN3,^SPX,20,1024,80,116,13,100,0.516,0.5370370370370371,0.8467153284671532,0.8849557522123894,0.9567883211678831,0.6572237960339943
DNN3,^SPX,20,1024,90,117,13,100,0.52,0.5391705069124424,0.8540145985401459,0.8849557522123894,0.9650364963503648,0.6610169491525423
DNN3,^SPX,20,1024,99,119,14,99,0.532,0.5458715596330275,0.8686131386861314,0.8761061946902655,0.9914473199144732,0.6704225352112676
DNN3,^DAX,5,1024,0,133,6,109,0.5450980392156862,0.5495867768595041,0.95,0.9478260869565217,1.0022935779816513,0.6963350785340312
DNN3,^DAX,5,1024,10,135,0,115,0.5294117647058824,0.54,0.9642857142857143,1.0,0.9642857142857143,0.6923076923076923
DNN3,^DAX,5,1024,20,136,4,111,0.5490196078431373,0.5506072874493927,0.9714285714285714,0.9652173913043478,1.0064350064350065,0.7028423772609819
DNN3,^DAX,5,1024,30,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN3,^DAX,5,1024,40,124,4,111,0.5019607843137255,0.5276595744680851,0.8857142857142857,0.9652173913043478,0.9176319176319176,0.6613333333333333
DNN3,^DAX,5,1024,50,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN3,^DAX,5,1024,60,136,4,111,0.5490196078431373,0.5506072874493927,0.9714285714285714,0.9652173913043478,1.0064350064350065,0.7028423772609819
DNN3,^DAX,5,1024,70,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN3,^DAX,5,1024,80,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN3,^DAX,5,1024,90,127,11,104,0.5411764705882353,0.5497835497835498,0.9071428571428571,0.9043478260869565,1.0030906593406594,0.6846361185983828
DNN3,^DAX,5,1024,99,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN3,^DAX,10,1024,0,138,2,113,0.5490196078431373,0.549800796812749,0.9857142857142858,0.9826086956521739,1.0031605562579013,0.7058823529411764
DNN3,^DAX,10,1024,10,114,19,96,0.5215686274509804,0.5428571428571428,0.8142857142857143,0.8347826086956521,0.9754464285714286,0.6514285714285714
DNN3,^DAX,10,1024,20,111,20,95,0.5137254901960784,0.5388349514563107,0.7928571428571428,0.8260869565217391,0.9597744360902255,0.6416184971098267
DNN3,^DAX,10,1024,30,114,15,100,0.5058823529411764,0.5327102803738317,0.8142857142857143,0.8695652173913043,0.9364285714285715,0.6440677966101694
DNN3,^DAX,10,1024,40,112,19,96,0.5137254901960784,0.5384615384615384,0.8,0.8347826086956521,0.9583333333333335,0.6436781609195402
DNN3,^DAX,10,1024,50,113,17,98,0.5098039215686274,0.5355450236966824,0.8071428571428572,0.8521739130434782,0.9471574344023325,0.6438746438746438
DNN3,^DAX,10,1024,60,113,18,97,0.5137254901960784,0.5380952380952381,0.8071428571428572,0.8434782608695652,0.9569219440353461,0.6457142857142857
DNN3,^DAX,10,1024,70,114,18,97,0.5176470588235295,0.5402843601895735,0.8142857142857143,0.8434782608695652,0.9653902798232695,0.6495726495726496
DNN3,^DAX,10,1024,80,113,19,96,0.5176470588235295,0.5406698564593302,0.8071428571428572,0.8347826086956521,0.966889880952381,0.6475644699140402
DNN3,^DAX,10,1024,90,113,19,96,0.5176470588235295,0.5406698564593302,0.8071428571428572,0.8347826086956521,0.966889880952381,0.6475644699140402
DNN3,^DAX,10,1024,99,113,19,96,0.5176470588235295,0.5406698564593302,0.8071428571428572,0.8347826086956521,0.966889880952381,0.6475644699140402
DNN3,^DAX,20,1024,0,35,87,28,0.47843137254901963,0.5555555555555556,0.25,0.24347826086956523,1.0267857142857142,0.3448275862068966
DNN3,^DAX,20,1024,10,127,11,104,0.5411764705882353,0.5497835497835498,0.9071428571428571,0.9043478260869565,1.0030906593406594,0.6846361185983828
DNN3,^DAX,20,1024,20,111,22,93,0.5215686274509804,0.5441176470588235,0.7928571428571428,0.808695652173913,0.9804147465437788,0.6453488372093024
DNN3,^DAX,20,1024,30,104,27,88,0.5137254901960784,0.5416666666666666,0.7428571428571429,0.7652173913043478,0.9707792207792207,0.6265060240963857
DNN3,^DAX,20,1024,40,102,27,88,0.5058823529411764,0.5368421052631579,0.7285714285714285,0.7652173913043478,0.9521103896103895,0.6181818181818182
DNN3,^DAX,20,1024,50,100,29,86,0.5058823529411764,0.5376344086021505,0.7142857142857143,0.7478260869565218,0.9551495016611296,0.6134969325153373
DNN3,^DAX,20,1024,60,104,27,88,0.5137254901960784,0.5416666666666666,0.7428571428571429,0.7652173913043478,0.9707792207792207,0.6265060240963857
DNN3,^DAX,20,1024,70,104,25,90,0.5058823529411764,0.5360824742268041,0.7428571428571429,0.782608695652174,0.9492063492063492,0.6227544910179642
DNN3,^DAX,20,1024,80,101,25,90,0.49411764705882355,0.5287958115183246,0.7214285714285714,0.782608695652174,0.9218253968253968,0.6102719033232628
DNN3,^DAX,20,1024,90,101,26,89,0.4980392156862745,0.531578947368421,0.7214285714285714,0.7739130434782608,0.9321829855537721,0.6121212121212121
DNN3,^DAX,20,1024,99,103,26,89,0.5058823529411764,0.5364583333333334,0.7357142857142858,0.7739130434782608,0.9506420545746389,0.6204819277108433
DNN3,^BET,5,1024,0,125,5,103,0.5241935483870968,0.5482456140350878,0.8928571428571429,0.9537037037037037,0.9361997226074896,0.6793478260869567
DNN3,^BET,5,1024,10,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,20,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,30,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,40,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,50,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,60,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,70,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,80,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,90,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,5,1024,99,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN3,^BET,10,1024,0,119,14,94,0.5362903225806451,0.5586854460093896,0.85,0.8703703703703703,0.9765957446808511,0.6742209631728046
DNN3,^BET,10,1024,10,135,9,99,0.5806451612903226,0.5769230769230769,0.9642857142857143,0.9166666666666666,1.051948051948052,0.7219251336898396
DNN3,^BET,10,1024,20,125,13,95,0.5564516129032258,0.5681818181818182,0.8928571428571429,0.8796296296296297,1.0150375939849625,0.6944444444444445
DNN3,^BET,10,1024,30,117,15,93,0.532258064516129,0.5571428571428572,0.8357142857142857,0.8611111111111112,0.9705069124423963,0.6685714285714286
DNN3,^BET,10,1024,40,117,15,93,0.532258064516129,0.5571428571428572,0.8357142857142857,0.8611111111111112,0.9705069124423963,0.6685714285714286
DNN3,^BET,10,1024,50,116,17,91,0.5362903225806451,0.5603864734299517,0.8285714285714286,0.8425925925925926,0.983359497645212,0.6685878962536025
DNN3,^BET,10,1024,60,112,21,87,0.5362903225806451,0.5628140703517588,0.8,0.8055555555555556,0.993103448275862,0.6607669616519174
DNN3,^BET,10,1024,70,113,18,90,0.5282258064516129,0.5566502463054187,0.8071428571428572,0.8333333333333334,0.9685714285714285,0.6588921282798833
DNN3,^BET,10,1024,80,110,22,86,0.532258064516129,0.5612244897959183,0.7857142857142857,0.7962962962962963,0.9867109634551495,0.6547619047619048
DNN3,^BET,10,1024,90,112,19,89,0.5282258064516129,0.5572139303482587,0.8,0.8240740740740741,0.9707865168539327,0.6568914956011731
DNN3,^BET,10,1024,99,112,21,87,0.5362903225806451,0.5628140703517588,0.8,0.8055555555555556,0.993103448275862,0.6607669616519174
DNN3,^BET,20,1024,0,138,4,104,0.5725806451612904,0.5702479338842975,0.9857142857142858,0.9629629629629629,1.0236263736263738,0.7225130890052355
DNN3,^BET,20,1024,10,125,11,97,0.5483870967741935,0.5630630630630631,0.8928571428571429,0.8981481481481481,0.9941089837997055,0.6906077348066298
DNN3,^BET,20,1024,20,114,20,88,0.5403225806451613,0.5643564356435643,0.8142857142857143,0.8148148148148148,0.9993506493506494,0.6666666666666667
DNN3,^BET,20,1024,30,119,19,89,0.5564516129032258,0.5721153846153846,0.85,0.8240740740740741,1.0314606741573034,0.6839080459770114
DNN3,^BET,20,1024,40,116,23,85,0.5604838709677419,0.5771144278606966,0.8285714285714286,0.7870370370370371,1.0527731092436974,0.6803519061583578
DNN3,^BET,20,1024,50,117,23,85,0.5645161290322581,0.5792079207920792,0.8357142857142857,0.7870370370370371,1.0618487394957983,0.6842105263157895
DNN3,^BET,20,1024,60,117,24,84,0.5685483870967742,0.582089552238806,0.8357142857142857,0.7777777777777778,1.0744897959183675,0.686217008797654
DNN3,^BET,20,1024,70,119,23,85,0.5725806451612904,0.5833333333333334,0.85,0.7870370370370371,1.0799999999999998,0.6918604651162791
DNN3,^BET,20,1024,80,111,23,85,0.5403225806451613,0.5663265306122449,0.7928571428571428,0.7870370370370371,1.0073949579831931,0.6607142857142858
DNN3,^BET,20,1024,90,114,24,84,0.5564516129032258,0.5757575757575758,0.8142857142857143,0.7777777777777778,1.046938775510204,0.6745562130177515
DNN3,^BET,20,1024,99,111,25,83,0.5483870967741935,0.5721649484536082,0.7928571428571428,0.7685185185185185,1.031669535283993,0.6646706586826346
LSTM1,^SPX,5,32,0,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,10,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,20,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,30,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,40,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,50,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,60,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,70,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,80,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,90,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,5,32,99,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,10,32,0,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,10,32,10,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,10,32,20,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,10,32,30,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,10,32,40,116,14,99,0.52,0.5395348837209303,0.8467153284671532,0.8761061946902655,0.9664528496645284,0.6590909090909092
LSTM1,^SPX,10,32,50,116,16,97,0.528,0.5446009389671361,0.8467153284671532,0.8584070796460177,0.9863797125442094,0.6628571428571428
LSTM1,^SPX,10,32,60,125,12,101,0.548,0.5530973451327433,0.9124087591240876,0.8938053097345132,1.0208137602081377,0.6887052341597796
LSTM1,^SPX,10,32,70,117,20,93,0.548,0.5571428571428572,0.8540145985401459,0.8230088495575221,1.0376736519896397,0.6743515850144093
LSTM1,^SPX,10,32,80,92,39,74,0.524,0.5542168674698795,0.6715328467153284,0.6548672566371682,1.0254488064707041,0.6072607260726073
LSTM1,^SPX,10,32,90,103,35,78,0.552,0.569060773480663,0.7518248175182481,0.6902654867256637,1.0891821074302825,0.6477987421383647
LSTM1,^SPX,10,32,99,96,37,76,0.532,0.5581395348837209,0.7007299270072993,0.672566371681416,1.0418747598924318,0.6213592233009708
LSTM1,^SPX,20,32,0,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,20,32,10,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,20,32,20,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
LSTM1,^SPX,20,32,30,132,1,112,0.532,0.5409836065573771,0.9635036496350365,0.9911504424778761,0.9721063607924922,0.6929133858267718
LSTM1,^SPX,20,32,40,113,16,97,0.516,0.5380952380952381,0.8248175182481752,0.8584070796460177,0.9608698923922041,0.6512968299711815
LSTM1,^SPX,20,32,50,108,21,92,0.516,0.54,0.7883211678832117,0.8141592920353983,0.9682640431609013,0.6409495548961426
LSTM1,^SPX,20,32,60,108,26,87,0.536,0.5538461538461539,0.7883211678832117,0.7699115044247787,1.023911401963252,0.6506024096385542
LSTM1,^SPX,20,32,70,76,41,72,0.468,0.5135135135135135,0.5547445255474452,0.6371681415929203,0.8706407137064072,0.5333333333333334
LSTM1,^SPX,20,32,80,86,30,83,0.464,0.5088757396449705,0.6277372262773723,0.7345132743362832,0.8546301996306394,0.5620915032679739
