ModelType,Symbol,Lags,BatchSize,Epoch,TP,TN,FP,Accuracy,Precision,Recall,FPR,TPR/FPR,F1
DNN1,^DAX,20,32,30,102,30,85,0.5176470588235295,0.5454545454545454,0.7285714285714285,0.7391304347826086,0.9857142857142858,0.6238532110091742
DNN1,^DAX,20,32,40,102,30,85,0.5176470588235295,0.5454545454545454,0.7285714285714285,0.7391304347826086,0.9857142857142858,0.6238532110091742
DNN1,^DAX,20,32,50,103,28,87,0.5137254901960784,0.5421052631578948,0.7357142857142858,0.7565217391304347,0.9724958949096881,0.6242424242424242
DNN1,^DAX,20,32,60,101,26,89,0.4980392156862745,0.531578947368421,0.7214285714285714,0.7739130434782608,0.9321829855537721,0.6121212121212121
DNN1,^DAX,20,32,70,103,28,87,0.5137254901960784,0.5421052631578948,0.7357142857142858,0.7565217391304347,0.9724958949096881,0.6242424242424242
DNN1,^DAX,20,32,80,101,26,89,0.4980392156862745,0.531578947368421,0.7214285714285714,0.7739130434782608,0.9321829855537721,0.6121212121212121
DNN1,^DAX,20,32,90,102,29,86,0.5137254901960784,0.5425531914893617,0.7285714285714285,0.7478260869565218,0.9742524916943521,0.6219512195121951
DNN1,^DAX,20,32,99,104,25,90,0.5058823529411764,0.5360824742268041,0.7428571428571429,0.782608695652174,0.9492063492063492,0.6227544910179642
DNN1,^BET,5,32,0,140,0,108,0.5645161290322581,0.5645161290322581,1.0,1.0,1.0,0.7216494845360826
DNN1,^BET,5,32,10,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,20,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,30,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,40,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,50,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,60,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,70,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,80,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,90,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,32,99,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,10,32,0,140,0,108,0.5645161290322581,0.5645161290322581,1.0,1.0,1.0,0.7216494845360826
DNN1,^BET,10,32,10,127,11,97,0.5564516129032258,0.5669642857142857,0.9071428571428571,0.8981481481481481,1.0100147275405007,0.6978021978021979
DNN1,^BET,10,32,20,126,12,96,0.5564516129032258,0.5675675675675675,0.9,0.8888888888888888,1.0125000000000002,0.696132596685083
DNN1,^BET,10,32,30,120,14,94,0.5403225806451613,0.5607476635514018,0.8571428571428571,0.8703703703703703,0.9848024316109422,0.6779661016949152
DNN1,^BET,10,32,40,117,17,91,0.5403225806451613,0.5625,0.8357142857142857,0.8425925925925926,0.9918367346938777,0.6724137931034482
DNN1,^BET,10,32,50,116,16,92,0.532258064516129,0.5576923076923077,0.8285714285714286,0.8518518518518519,0.9726708074534162,0.6666666666666667
DNN1,^BET,10,32,60,118,14,94,0.532258064516129,0.5566037735849056,0.8428571428571429,0.8703703703703703,0.9683890577507599,0.6704545454545454
DNN1,^BET,10,32,70,113,19,89,0.532258064516129,0.5594059405940595,0.8071428571428572,0.8240740740740741,0.979454253611557,0.6608187134502924
DNN1,^BET,10,32,80,114,19,89,0.5362903225806451,0.5615763546798029,0.8142857142857143,0.8240740740740741,0.9881219903691814,0.6647230320699709
DNN1,^BET,10,32,90,115,19,89,0.5403225806451613,0.5637254901960784,0.8214285714285714,0.8240740740740741,0.9967897271268057,0.6686046511627907
DNN1,^BET,10,32,99,113,19,89,0.532258064516129,0.5594059405940595,0.8071428571428572,0.8240740740740741,0.979454253611557,0.6608187134502924
DNN1,^BET,20,32,0,138,0,108,0.5564516129032258,0.5609756097560976,0.9857142857142858,1.0,0.9857142857142858,0.7150259067357513
DNN1,^BET,20,32,10,129,9,99,0.5564516129032258,0.5657894736842105,0.9214285714285714,0.9166666666666666,1.0051948051948052,0.7010869565217391
DNN1,^BET,20,32,20,122,16,92,0.5564516129032258,0.5700934579439252,0.8714285714285714,0.8518518518518519,1.0229813664596272,0.6892655367231638
DNN1,^BET,20,32,30,125,13,95,0.5564516129032258,0.5681818181818182,0.8928571428571429,0.8796296296296297,1.0150375939849625,0.6944444444444445
DNN1,^BET,20,32,40,122,16,92,0.5564516129032258,0.5700934579439252,0.8714285714285714,0.8518518518518519,1.0229813664596272,0.6892655367231638
DNN1,^BET,20,32,50,124,14,94,0.5564516129032258,0.5688073394495413,0.8857142857142857,0.8703703703703703,1.017629179331307,0.6927374301675977
DNN1,^BET,20,32,60,123,15,93,0.5564516129032258,0.5694444444444444,0.8785714285714286,0.8611111111111112,1.0202764976958525,0.6910112359550562
DNN1,^BET,20,32,70,122,20,88,0.5725806451612904,0.580952380952381,0.8714285714285714,0.8148148148148148,1.0694805194805195,0.6971428571428571
DNN1,^BET,20,32,80,119,20,88,0.5604838709677419,0.5748792270531401,0.85,0.8148148148148148,1.0431818181818182,0.685878962536023
DNN1,^BET,20,32,90,118,16,92,0.5403225806451613,0.5619047619047619,0.8428571428571429,0.8518518518518519,0.9894409937888199,0.6742857142857143
DNN1,^BET,20,32,99,120,15,93,0.5443548387096774,0.5633802816901409,0.8571428571428571,0.8611111111111112,0.9953917050691243,0.6798866855524079
DNN1,^SPX,5,1024,0,51,73,40,0.496,0.5604395604395604,0.3722627737226277,0.35398230088495575,1.0516423357664233,0.4473684210526316
DNN1,^SPX,5,1024,10,133,5,108,0.552,0.5518672199170125,0.9708029197080292,0.9557522123893806,1.0157474993241415,0.7037037037037037
DNN1,^SPX,5,1024,20,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,30,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,40,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,50,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,60,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,70,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,80,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,90,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,5,1024,99,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,10,1024,0,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,10,1024,10,137,0,113,0.548,0.548,1.0,1.0,1.0,0.7080103359173127
DNN1,^SPX,10,1024,20,130,4,109,0.536,0.5439330543933054,0.948905109489051,0.9646017699115044,0.9837273153418603,0.6914893617021276
DNN1,^SPX,10,1024,30,130,4,109,0.536,0.5439330543933054,0.948905109489051,0.9646017699115044,0.9837273153418603,0.6914893617021276
DNN1,^SPX,10,1024,40,127,11,102,0.552,0.5545851528384279,0.927007299270073,0.9026548672566371,1.0269786746815515,0.6939890710382514
DNN1,^SPX,10,1024,50,127,10,103,0.548,0.5521739130434783,0.927007299270073,0.911504424778761,1.0170080079370705,0.6920980926430518
DNN1,^SPX,10,1024,60,130,7,106,0.548,0.5508474576271186,0.948905109489051,0.9380530973451328,1.011568654455309,0.6970509383378015
DNN1,^SPX,10,1024,70,129,8,105,0.548,0.5512820512820513,0.9416058394160584,0.9292035398230089,1.0133472367049008,0.6954177897574124
DNN1,^SPX,10,1024,80,128,9,104,0.548,0.5517241379310345,0.9343065693430657,0.9203539823008849,1.0151600224592925,0.6937669376693766
DNN1,^SPX,10,1024,90,128,8,105,0.544,0.5493562231759657,0.9343065693430657,0.9292035398230089,1.005491831769204,0.6918918918918919
DNN1,^SPX,10,1024,99,130,7,106,0.548,0.5508474576271186,0.948905109489051,0.9380530973451328,1.011568654455309,0.6970509383378015
DNN1,^SPX,20,1024,0,113,14,99,0.508,0.5330188679245284,0.8248175182481752,0.8761061946902655,0.9414583794145838,0.6475644699140403
DNN1,^SPX,20,1024,10,131,4,109,0.54,0.5458333333333333,0.9562043795620438,0.9646017699115044,0.9912944485367978,0.6949602122015914
DNN1,^SPX,20,1024,20,126,5,108,0.524,0.5384615384615384,0.9197080291970803,0.9557522123893806,0.962287104622871,0.6792452830188679
DNN1,^SPX,20,1024,30,121,7,106,0.512,0.5330396475770925,0.8832116788321168,0.9380530973451328,0.941536978377634,0.6648351648351649
DNN1,^SPX,20,1024,40,120,8,105,0.512,0.5333333333333333,0.8759124087591241,0.9292035398230089,0.9426485922836289,0.6629834254143646
DNN1,^SPX,20,1024,50,119,9,104,0.512,0.5336322869955157,0.8686131386861314,0.9203539823008849,0.9437815833801236,0.6611111111111112
DNN1,^SPX,20,1024,60,118,11,102,0.516,0.5363636363636364,0.8613138686131386,0.9026548672566371,0.954200658365536,0.6610644257703081
DNN1,^SPX,20,1024,70,117,13,100,0.52,0.5391705069124424,0.8540145985401459,0.8849557522123894,0.9650364963503648,0.6610169491525423
DNN1,^SPX,20,1024,80,118,13,100,0.524,0.5412844036697247,0.8613138686131386,0.8849557522123894,0.9732846715328466,0.6647887323943662
DNN1,^SPX,20,1024,90,117,14,99,0.524,0.5416666666666666,0.8540145985401459,0.8761061946902655,0.9747843397478433,0.6628895184135977
DNN1,^SPX,20,1024,99,120,12,101,0.528,0.5429864253393665,0.8759124087591241,0.8938053097345132,0.9799812097998122,0.6703910614525139
DNN1,^DAX,5,1024,0,122,26,89,0.5803921568627451,0.5781990521327014,0.8714285714285714,0.7739130434782608,1.1260032102728732,0.6951566951566951
DNN1,^DAX,5,1024,10,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,20,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,30,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,40,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,50,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,60,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,70,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,80,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,90,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,5,1024,99,131,4,111,0.5294117647058824,0.5413223140495868,0.9357142857142857,0.9652173913043478,0.9694337194337195,0.6858638743455497
DNN1,^DAX,10,1024,0,20,99,16,0.4666666666666667,0.5555555555555556,0.14285714285714285,0.1391304347826087,1.0267857142857142,0.22727272727272727
DNN1,^DAX,10,1024,10,139,2,113,0.5529411764705883,0.5515873015873016,0.9928571428571429,0.9826086956521739,1.0104298356510746,0.7091836734693878
DNN1,^DAX,10,1024,20,127,7,108,0.5254901960784314,0.5404255319148936,0.9071428571428571,0.9391304347826087,0.9659391534391534,0.6773333333333333
DNN1,^DAX,10,1024,30,118,14,101,0.5176470588235295,0.5388127853881278,0.8428571428571429,0.8782608695652174,0.9596888260254597,0.6573816155988857
DNN1,^DAX,10,1024,40,112,16,99,0.5019607843137255,0.5308056872037915,0.8,0.8608695652173913,0.9292929292929293,0.6381766381766383
DNN1,^DAX,10,1024,50,114,15,100,0.5058823529411764,0.5327102803738317,0.8142857142857143,0.8695652173913043,0.9364285714285715,0.6440677966101694
DNN1,^DAX,10,1024,60,115,15,100,0.5098039215686274,0.5348837209302325,0.8214285714285714,0.8695652173913043,0.9446428571428571,0.647887323943662
DNN1,^DAX,10,1024,70,114,15,100,0.5058823529411764,0.5327102803738317,0.8142857142857143,0.8695652173913043,0.9364285714285715,0.6440677966101694
DNN1,^DAX,10,1024,80,113,15,100,0.5019607843137255,0.5305164319248826,0.8071428571428572,0.8695652173913043,0.9282142857142858,0.6402266288951841
DNN1,^DAX,10,1024,90,114,15,100,0.5058823529411764,0.5327102803738317,0.8142857142857143,0.8695652173913043,0.9364285714285715,0.6440677966101694
DNN1,^DAX,10,1024,99,114,16,99,0.5098039215686274,0.5352112676056338,0.8142857142857143,0.8608695652173913,0.9458874458874459,0.6458923512747875
DNN1,^DAX,20,1024,0,120,21,94,0.5529411764705883,0.5607476635514018,0.8571428571428571,0.8173913043478261,1.0486322188449846,0.6779661016949152
DNN1,^DAX,20,1024,10,130,18,97,0.5803921568627451,0.5726872246696035,0.9285714285714286,0.8434782608695652,1.1008836524300443,0.7084468664850136
DNN1,^DAX,20,1024,20,113,23,92,0.5333333333333333,0.551219512195122,0.8071428571428572,0.8,1.0089285714285714,0.655072463768116
DNN1,^DAX,20,1024,30,108,26,89,0.5254901960784314,0.5482233502538071,0.7714285714285715,0.7739130434782608,0.9967897271268059,0.6409495548961425
DNN1,^DAX,20,1024,40,104,27,88,0.5137254901960784,0.5416666666666666,0.7428571428571429,0.7652173913043478,0.9707792207792207,0.6265060240963857
DNN1,^DAX,20,1024,50,103,27,88,0.5098039215686274,0.5392670157068062,0.7357142857142858,0.7652173913043478,0.9614448051948052,0.6223564954682779
DNN1,^DAX,20,1024,60,101,28,87,0.5058823529411764,0.5372340425531915,0.7214285714285714,0.7565217391304347,0.9536124794745485,0.6158536585365854
DNN1,^DAX,20,1024,70,104,26,89,0.5098039215686274,0.538860103626943,0.7428571428571429,0.7739130434782608,0.9598715890850723,0.6246246246246246
DNN1,^DAX,20,1024,80,104,25,90,0.5058823529411764,0.5360824742268041,0.7428571428571429,0.782608695652174,0.9492063492063492,0.6227544910179642
DNN1,^DAX,20,1024,90,104,27,88,0.5137254901960784,0.5416666666666666,0.7428571428571429,0.7652173913043478,0.9707792207792207,0.6265060240963857
DNN1,^DAX,20,1024,99,104,27,88,0.5137254901960784,0.5416666666666666,0.7428571428571429,0.7652173913043478,0.9707792207792207,0.6265060240963857
DNN1,^BET,5,1024,0,140,0,108,0.5645161290322581,0.5645161290322581,1.0,1.0,1.0,0.7216494845360826
DNN1,^BET,5,1024,10,118,15,93,0.5362903225806451,0.5592417061611374,0.8428571428571429,0.8611111111111112,0.9788018433179723,0.6723646723646725
DNN1,^BET,5,1024,20,114,16,92,0.5241935483870968,0.5533980582524272,0.8142857142857143,0.8518518518518519,0.9559006211180124,0.6589595375722543
DNN1,^BET,5,1024,30,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,1024,40,110,17,91,0.5120967741935484,0.5472636815920398,0.7857142857142857,0.8425925925925926,0.9324960753532182,0.6451612903225806
DNN1,^BET,5,1024,50,110,17,91,0.5120967741935484,0.5472636815920398,0.7857142857142857,0.8425925925925926,0.9324960753532182,0.6451612903225806
DNN1,^BET,5,1024,60,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,5,1024,70,110,17,91,0.5120967741935484,0.5472636815920398,0.7857142857142857,0.8425925925925926,0.9324960753532182,0.6451612903225806
DNN1,^BET,5,1024,80,110,17,91,0.5120967741935484,0.5472636815920398,0.7857142857142857,0.8425925925925926,0.9324960753532182,0.6451612903225806
DNN1,^BET,5,1024,90,110,17,91,0.5120967741935484,0.5472636815920398,0.7857142857142857,0.8425925925925926,0.9324960753532182,0.6451612903225806
DNN1,^BET,5,1024,99,108,20,88,0.5161290322580645,0.5510204081632653,0.7714285714285715,0.8148148148148148,0.9467532467532469,0.6428571428571429
DNN1,^BET,10,1024,0,119,20,88,0.5604838709677419,0.5748792270531401,0.85,0.8148148148148148,1.0431818181818182,0.685878962536023
DNN1,^BET,10,1024,10,134,5,103,0.5604838709677419,0.5654008438818565,0.9571428571428572,0.9537037037037037,1.003606102635229,0.7108753315649868
DNN1,^BET,10,1024,20,127,13,95,0.5645161290322581,0.5720720720720721,0.9071428571428571,0.8796296296296297,1.0312781954887218,0.7016574585635359
DNN1,^BET,10,1024,30,122,15,93,0.5524193548387096,0.5674418604651162,0.8714285714285714,0.8611111111111112,1.0119815668202765,0.6873239436619719
DNN1,^BET,10,1024,40,119,16,92,0.5443548387096774,0.5639810426540285,0.85,0.8518518518518519,0.9978260869565218,0.6780626780626781
DNN1,^BET,10,1024,50,117,17,91,0.5403225806451613,0.5625,0.8357142857142857,0.8425925925925926,0.9918367346938777,0.6724137931034482
DNN1,^BET,10,1024,60,116,18,90,0.5403225806451613,0.5631067961165048,0.8285714285714286,0.8333333333333334,0.9942857142857143,0.6705202312138728
DNN1,^BET,10,1024,70,118,17,91,0.5443548387096774,0.5645933014354066,0.8428571428571429,0.8425925925925926,1.000313971742543,0.6762177650429799
DNN1,^BET,10,1024,80,114,19,89,0.5362903225806451,0.5615763546798029,0.8142857142857143,0.8240740740740741,0.9881219903691814,0.6647230320699709
DNN1,^BET,10,1024,90,114,20,88,0.5403225806451613,0.5643564356435643,0.8142857142857143,0.8148148148148148,0.9993506493506494,0.6666666666666667
DNN1,^BET,10,1024,99,114,17,91,0.5282258064516129,0.5560975609756098,0.8142857142857143,0.8425925925925926,0.9664050235478807,0.6608695652173914
DNN1,^BET,20,1024,0,99,37,71,0.5483870967741935,0.5823529411764706,0.7071428571428572,0.6574074074074074,1.0756539235412474,0.6387096774193549
DNN1,^BET,20,1024,10,133,1,107,0.5403225806451613,0.5541666666666667,0.95,0.9907407407407407,0.9588785046728971,0.7000000000000001
DNN1,^BET,20,1024,20,129,6,102,0.5443548387096774,0.5584415584415584,0.9214285714285714,0.9444444444444444,0.9756302521008403,0.6954177897574123
DNN1,^BET,20,1024,30,122,15,93,0.5524193548387096,0.5674418604651162,0.8714285714285714,0.8611111111111112,1.0119815668202765,0.6873239436619719
DNN1,^BET,20,1024,40,119,21,87,0.5645161290322581,0.5776699029126213,0.85,0.8055555555555556,1.0551724137931033,0.6878612716763005
DNN1,^BET,20,1024,50,121,19,89,0.5645161290322581,0.5761904761904761,0.8642857142857143,0.8240740740740741,1.0487961476725522,0.6914285714285714
DNN1,^BET,20,1024,60,119,19,89,0.5564516129032258,0.5721153846153846,0.85,0.8240740740740741,1.0314606741573034,0.6839080459770114
DNN1,^BET,20,1024,70,118,21,87,0.5604838709677419,0.5756097560975609,0.8428571428571429,0.8055555555555556,1.0463054187192118,0.6840579710144927
